greeter	screener	dispenser	medic	resources	throughput	time
9	6	14	1	30	783.0	27.5848054649
9	7	14	1	31	789.0	27.7552218843
14	4	16	1	35	1077.33333333	30.6297990322
9	12	14	1	36	790.0	27.6378878078
15	6	14	1	36	1109.33333333	30.2441371298
15	4	16	1	36	1110.66666667	33.4638628565
14	6	16	1	37	1186.0	27.7177433724
9	6	25	1	41	783.333333333	27.6316251488
20	4	16	1	41	1239.0	37.7786086825
14	6	21	1	42	1252.66666667	26.8759697477
15	6	21	1	43	1320.66666667	26.6931247696
14	6	25	1	46	1224.66666667	26.6350291001
18	6	21	1	46	1513.33333333	27.274961054
15	6	25	1	47	1333.33333333	26.500400032
20	6	21	1	48	1531.0	30.7196688169
15	6	27	1	49	1323.66666667	26.3551496217
18	6	25	1	50	1538.0	26.9221893613
22	7	21	1	51	1571.33333333	31.0920249187
15	6	30	1	52	1328.66666667	26.3643907813
18	6	27	1	52	1545.0	27.1614903919
20	6	25	1	52	1633.0	28.5495189559
18	8	27	1	54	1601.66666667	25.6707418671
20	6	27	1	54	1622.0	28.0687133841
20	7	27	1	55	1761.33333333	25.6332194168
18	10	27	1	56	1580.33333333	25.472614032
18	8	30	1	57	1585.0	25.5521686246
22	7	27	1	57	1832.66666667	26.7509685838
22	8	27	1	58	1912.33333333	25.1707404066
22	10	27	1	60	1920.0	24.9915918189
24	8	27	1	60	2014.0	26.2745652198
22	8	30	1	61	1931.0	24.9125517442
22	9	30	1	62	1943.0	24.8031364243
25	9	27	1	62	2057.0	25.8923582379
24	9	30	1	64	2112.66666667	24.5713058121
25	8	30	1	64	2122.0	26.0914505408
25	9	30	1	65	2170.0	24.5831285965
25	9	31	1	66	2201.66666667	24.6739947528
25	10	31	1	67	2196.33333333	24.2868298562
25	9	32	1	67	2209.66666667	24.5521136475
25	10	32	1	68	2182.33333333	24.1996985838
25	9	35	1	70	2206.0	24.367097998
31	8	30	1	70	2257.33333333	29.8803950158
25	10	35	1	71	2204.66666667	24.1583755688
31	9	30	1	71	2283.66666667	28.4646830732
25	10	37	1	73	2203.66666667	24.122785702
31	9	32	1	73	2391.33333333	27.9238668589
31	9	35	1	76	2464.33333333	26.7654106173
25	10	41	1	77	2197.66666667	24.0831990747
25	10	42	1	78	2211.33333333	24.197170506
31	9	37	1	78	2477.0	26.6608857123
35	9	35	1	80	2580.33333333	28.5073277471
25	10	45	1	81	2201.33333333	24.0461050584
25	14	41	1	81	2203.0	24.0991287364
25	10	46	1	82	2204.0	24.0757681295
31	9	41	1	82	2493.66666667	26.253083371
35	9	37	1	82	2593.0	28.5743643892
31	12	39	1	83	2706.33333333	23.0159172983
31	15	39	1	86	2737.66666667	22.901468049
31	14	41	1	87	2737.0	22.7852376556
35	12	39	1	87	2860.0	23.816120515
31	14	42	1	88	2750.66666667	22.7178509725
31	15	42	1	89	2743.0	22.6363693388
35	12	42	1	90	3016.0	22.5628471476
35	15	41	1	92	3013.0	22.4487712037
35	14	42	1	92	3050.0	22.4789980524
35	15	42	1	93	3088.66666667	22.2531428271
35	12	46	1	94	3054.0	22.2262353362
35	14	45	1	95	3062.0	22.0425128242
35	15	45	1	96	3075.66666667	21.9383904826
38	15	42	1	96	3165.0	22.8162621033
35	15	46	1	97	3078.66666667	21.9383568682
38	15	45	1	99	3349.33333333	21.5020545924
40	14	46	1	101	3375.0	22.1271897371
38	21	46	1	106	3336.0	21.409587458
38	14	52	2	106	3349.33333333	21.4261285731
46	14	45	1	106	3384.33333333	24.9684392358
40	14	52	1	107	3493.0	20.9106771661
40	14	57	1	112	3497.66666667	20.9271584838
45	14	52	1	112	3732.66666667	22.0675389986
40	14	58	1	113	3539.33333333	20.8407687111
42	20	52	1	115	3629.0	20.4577020082
42	14	58	1	115	3668.33333333	20.6447590868
42	20	57	1	120	3709.66666667	20.2277966035
45	17	58	1	121	3977.66666667	19.6196706501
46	20	57	1	124	4012.0	19.3989919266
50	20	57	1	128	4221.66666667	19.8713948747
54	17	58	1	130	4388.66666667	20.2667253657
54	17	60	1	132	4444.0	19.6494683814
46	39	58	1	144	4027.33333333	19.4499310147
50	39	58	1	148	4266.66666667	19.4499364729
50	39	60	1	150	4353.66666667	18.7632667193
55	39	60	1	155	4534.33333333	19.1050051889
