greeter	screener	dispenser	medic	resources	throughput	time
4	1	16	1	22	335.0	29.8852078255
5	4	16	1	26	438.0	28.6431657893
10	3	14	1	28	888.0	27.4965886496
10	3	16	1	30	889.666666667	27.4505982528
10	3	25	1	39	881.666666667	27.3382723433
18	7	14	1	40	1135.66666667	33.9481906464
15	3	25	1	44	1212.66666667	30.4917553395
15	3	27	1	46	1206.0	30.2834701385
15	6	25	1	47	1317.0	26.3172360751
15	6	27	1	49	1319.33333333	26.429669299
18	7	25	1	51	1587.33333333	25.79820731
18	7	27	1	53	1564.66666667	25.7904433938
24	3	25	1	53	1599.66666667	38.162690196
20	6	27	1	54	1770.0	25.209750045
22	6	27	1	56	1922.33333333	25.3787411694
20	6	30	1	57	1768.0	25.1420883988
22	7	27	1	57	1922.0	25.2079798105
24	6	27	1	58	2008.0	25.9930687675
22	6	30	1	59	1946.33333333	25.3189564127
22	7	30	1	60	1943.0	24.9630125345
22	6	31	1	60	1948.0	25.1560484138
25	7	27	1	60	2045.66666667	26.0837904928
22	7	31	1	61	1928.33333333	24.6698868494
22	7	32	1	62	1948.66666667	24.7358716329
24	8	30	1	63	2116.33333333	24.2373703839
25	8	30	1	64	2179.0	24.3869655147
24	8	32	1	65	2110.33333333	24.179962091
25	7	32	1	65	2213.33333333	24.3882643645
24	11	30	1	66	2091.66666667	24.1785149837
25	9	31	1	66	2199.66666667	24.2718409271
30	6	30	1	67	2237.0	29.3182546896
25	7	35	1	68	2214.66666667	24.1753310425
31	6	30	1	68	2252.66666667	30.6846400311
24	12	32	1	69	2112.33333333	24.1012437306
30	7	31	1	69	2316.33333333	27.2798875819
30	7	32	1	70	2373.33333333	26.5483731022
30	8	32	1	71	2363.33333333	26.4127435426
31	7	32	1	71	2383.33333333	27.1991449364
30	7	35	1	73	2529.0	24.7464213602
25	9	39	1	74	2188.33333333	24.0368219063
31	7	35	1	74	2553.33333333	25.2143743934
31	9	35	1	76	2598.66666667	24.3291563084
24	11	41	1	77	2110.66666667	24.0172097683
25	12	39	1	77	2212.33333333	24.0368701318
35	7	35	1	78	2670.33333333	28.5805387021
30	9	39	1	79	2646.0	23.1741363758
36	7	35	1	79	2719.66666667	28.5141831807
31	9	39	1	80	2694.66666667	22.8982685003
31	9	41	1	82	2738.0	22.8534538579
31	9	42	1	83	2738.33333333	22.946847483
31	11	41	1	84	2747.0	22.8269634493
36	7	42	1	86	2857.66666667	27.049322531
36	11	39	1	87	2927.0	23.5020771312
36	8	42	1	87	3005.0	24.6816939869
37	8	42	1	88	3047.66666667	24.8140374628
35	12	41	1	89	2999.33333333	22.6710130281
36	11	41	1	89	3068.66666667	22.7478315059
36	11	42	1	90	3091.0	22.1040029049
38	11	41	1	91	3102.66666667	23.3447531119
35	12	45	1	93	3077.66666667	22.0613297206
45	7	42	1	95	3155.0	31.0360529314
38	12	45	1	96	3287.33333333	21.6692367581
37	12	48	1	98	3258.33333333	21.3864292988
38	15	45	1	99	3324.66666667	21.8230020334
42	13	45	1	101	3413.66666667	22.5134308518
37	12	52	1	102	3271.66666667	21.3794779198
45	8	48	1	102	3487.33333333	26.7331547559
42	12	48	1	103	3590.0	21.2690521522
38	14	52	1	105	3355.33333333	21.2172561757
38	12	55	1	106	3370.33333333	21.0153137066
42	12	52	1	107	3697.33333333	20.2246594678
45	11	50	1	107	3758.66666667	21.5903536564
45	12	52	1	110	3865.66666667	20.8286717262
45	13	52	1	111	3911.0	19.9373847053
45	12	55	1	113	3950.0	19.8897219902
45	12	57	1	115	3947.66666667	19.7554419141
45	13	57	1	116	3967.33333333	19.757275346
45	13	58	1	117	3935.33333333	19.7248998492
47	12	57	1	117	4108.33333333	19.742244436
45	17	57	1	120	3970.33333333	19.679956455
45	15	60	1	121	3980.0	19.4738218838
45	17	58	1	121	3988.66666667	19.5702539852
47	17	58	1	123	4118.33333333	19.3424909375
54	12	57	1	124	4260.66666667	21.9571127515
55	12	57	1	125	4280.33333333	22.345517285
55	12	58	1	126	4304.0	22.1380207537
50	20	57	1	128	4241.0	19.6673271462
50	20	58	1	129	4297.0	19.548278345
54	17	58	1	130	4388.33333333	20.2466343845
50	20	60	1	131	4366.0	18.9530164681
47	39	60	1	147	4126.66666667	18.9465074752
55	39	58	1	153	4386.0	19.8708486421
55	39	60	1	155	4547.33333333	19.1299218207
