greeter	screener	dispenser	medic	resources	throughput	time
1	1	2	1	5	171.666666667	57.8451405332
1	2	2	1	6	136.666666667	55.1163208451
1	4	2	1	8	163.666666667	51.2314598708
1	2	4	1	8	296.0	55.3372244076
1	4	3	1	9	226.333333333	52.3352125936
1	6	2	1	10	165.666666667	48.6475122566
1	3	5	1	10	388.666666667	52.3922725969
1	2	6	1	10	447.666666667	54.2582667426
1	6	3	1	11	242.0	48.9641149614
1	5	4	1	11	334.0	50.7237255884
1	4	5	1	11	386.666666667	50.7323714496
1	6	4	1	12	301.666666667	48.5885792587
1	4	6	1	12	477.333333333	51.6243722862
1	1	9	1	12	707.0	53.6517050985
1	8	4	1	14	311.333333333	46.9436237681
1	7	5	1	14	391.0	47.7703268951
1	6	6	1	14	460.666666667	48.4155784212
1	3	9	1	14	682.666666667	52.2232276691
1	10	4	1	16	325.666666667	43.2211033615
1	8	6	1	16	426.666666667	45.1733989552
1	6	9	1	17	706.0	47.6466647588
1	1	14	1	17	1112.0	54.5828714561
1	13	3	1	18	236.333333333	37.2051367478
1	4	12	1	18	913.333333333	49.5237653045
1	13	4	1	19	321.0	37.6711992037
1	8	9	1	19	688.666666667	44.4312651179
1	5	12	1	19	921.0	48.2755743717
1	3	14	1	19	1059.66666667	50.6795176229
1	15	3	1	20	236.666666667	34.3267035382
1	14	4	1	20	310.333333333	35.8924289952
1	12	6	1	20	445.0	39.1108527341
1	10	6	3	20	489.666666667	41.3852513662
1	4	14	1	20	1051.66666667	50.0428218369
1	2	16	1	20	1209.0	51.9873748033
1	15	4	1	21	301.333333333	34.1419100016
1	7	12	1	21	928.333333333	45.2259229895
1	5	14	1	21	1073.0	48.1085569282
1	17	3	1	22	260.666666667	31.598056384
1	15	5	1	22	411.666666667	33.9720979538
1	8	12	1	22	924.0	43.9347435654
1	4	16	1	22	1197.66666667	49.1408823696
1	1	19	1	22	1451.66666667	53.0142452339
1	17	4	1	23	315.666666667	32.3983174027
1	15	6	1	23	482.666666667	34.9251013608
1	6	15	1	23	1140.0	45.6529070633
1	2	19	1	23	1448.33333333	50.7009636214
1	20	2	1	24	173.333333333	30.2349406718
1	17	5	1	24	393.666666667	31.5507833021
1	8	14	1	24	1069.33333333	43.5319666971
1	21	2	1	25	149.666666667	29.0714098126
