greeter	screener	dispenser	medic	resources	throughput	time
1	1	2	1	5	150.666666667	52.1398999777
1	2	2	1	6	168.0	50.1925918436
1	3	2	1	7	175.666666667	44.5257939676
1	4	2	1	8	151.333333333	38.93165155
1	2	4	1	8	336.666666667	49.3920635173
1	1	5	1	8	381.0	52.0180632885
1	3	4	1	9	297.0	42.8534137563
1	2	5	1	9	416.666666667	47.2124435207
1	1	6	1	9	484.333333333	53.5896400589
1	6	2	1	10	158.0	31.2940536239
1	4	4	1	10	306.333333333	39.1663203412
1	3	5	1	10	407.666666667	43.1634515743
1	1	7	1	10	535.666666667	53.8621923065
1	7	2	1	11	153.666666667	28.0276914247
1	4	5	1	11	391.666666667	38.5292520762
1	6	4	1	12	313.333333333	31.3519999706
1	3	7	1	12	564.666666667	44.0833515566
1	9	2	1	13	171.333333333	28.2053098526
1	6	5	1	13	390.666666667	29.48888376
1	4	7	1	13	545.333333333	38.0919594054
1	8	4	1	14	299.0	28.277722712
1	6	6	1	14	460.666666667	30.723808211
1	3	9	1	14	720.0	41.2328995913
1	8	5	1	15	406.666666667	28.6080296028
1	6	7	1	15	561.0	30.3568404193
1	1	12	1	15	931.0	49.9783286786
1	12	2	1	16	157.0	27.1111217212
1	10	4	1	16	315.666666667	28.0819386341
1	8	7	1	17	511.333333333	27.3062005522
1	6	9	1	17	676.333333333	29.0690645248
1	3	12	1	17	919.666666667	41.6514691161
1	1	14	1	17	1116.66666667	50.8352310302
1	9	7	1	18	526.666666667	27.9172395491
1	4	12	1	18	891.666666667	38.0319385467
1	8	9	1	19	665.666666667	26.6097503413
1	5	12	1	19	915.666666667	33.2906325727
1	1	16	1	19	1227.66666667	50.5188640078
1	6	12	1	20	928.333333333	28.8122510235
1	4	14	1	20	1077.0	38.535926428
1	10	9	1	21	699.666666667	26.5396330901
1	7	12	1	21	903.666666667	26.9609489174
1	3	16	1	21	1206.0	41.0423636179
1	4	16	1	22	1217.33333333	36.8883887015
1	1	19	1	22	1426.33333333	50.7700493773
1	9	12	1	23	936.0	26.6532300191
1	1	20	1	23	1521.66666667	50.0485602032
1	8	14	1	24	1065.0	26.6817798246
1	6	16	1	24	1213.0	28.1047379746
1	1	21	1	24	1595.33333333	49.1504770667
1	9	14	1	25	1082.33333333	26.5121351484
1	4	19	1	25	1463.33333333	36.4347640675
1	2	21	1	25	1604.66666667	45.4811236538
1	8	16	1	26	1179.0	25.9534375478
1	5	19	1	26	1455.66666667	31.7323067337
1	4	20	1	26	1535.66666667	35.3703210001
1	3	21	1	26	1639.33333333	39.6505194082
1	9	16	1	27	1200.66666667	25.5760536164
1	4	21	1	27	1611.33333333	35.0671832975
1	7	19	1	28	1500.66666667	25.5725961484
1	6	20	1	28	1540.33333333	27.1748480989
1	5	21	1	28	1624.66666667	32.4928091612
1	1	25	1	28	1892.0	49.2301044069
1	6	21	1	29	1578.33333333	27.4054535269
1	2	25	1	29	1887.66666667	43.1574948144
1	8	20	1	30	1560.0	25.0760603963
1	7	21	1	30	1599.0	25.9804080195
1	3	25	1	30	1923.33333333	40.2685846188
1	1	27	1	30	2094.66666667	48.9821674025
