greeter	screener	dispenser	medic	resources	throughput	time
1	21	6	1	29	452.0	33.3276275723
1	12	15	1	29	1142.33333333	40.8706556154
1	7	20	1	29	1514.33333333	45.6226306442
1	6	21	1	29	1645.66666667	46.3870097141
1	14	14	1	30	1083.33333333	39.0000186834
1	12	16	1	30	1222.33333333	40.5527777228
1	8	20	1	30	1558.0	44.4392438997
1	1	27	1	30	2073.33333333	49.2580285157
1	26	3	1	31	237.333333333	29.1335769723
1	20	9	1	31	669.666666667	33.8062478143
1	4	25	1	31	1992.0	47.1652383272
1	3	26	1	31	1995.33333333	48.0019207816
1	22	4	5	32	321.333333333	31.7100168476
1	22	6	3	32	473.333333333	32.156885382
1	18	12	1	32	945.666666667	34.7683823152
1	14	16	1	32	1224.66666667	38.093325906
1	13	16	2	32	1246.33333333	39.7643855381
1	11	19	1	32	1448.33333333	40.6156195338
1	9	21	1	32	1646.33333333	43.5711241
1	27	4	1	33	322.333333333	28.3523631598
1	17	14	1	33	1113.0	35.2622825988
1	15	16	1	33	1250.33333333	37.6462557033
1	11	20	1	33	1541.33333333	40.1251458821
1	10	21	1	33	1580.66666667	42.0944741656
1	6	25	1	33	1909.66666667	44.8895262889
1	1	30	1	33	2306.33333333	48.2927120288
1	20	12	1	34	922.666666667	32.50164062
1	12	20	1	34	1525.66666667	39.6797612574
1	11	21	1	34	1600.66666667	41.033616359
1	6	26	1	34	2027.66666667	44.8122101376
1	13	20	1	35	1507.0	38.6081604388
1	12	21	1	35	1592.0	39.9948271519
1	3	30	1	35	2301.0	46.6869547924
1	28	6	1	36	473.0	27.4456363582
1	26	8	1	36	639.333333333	27.6493049887
1	18	16	1	36	1197.33333333	34.0154579704
1	13	21	1	36	1630.66666667	38.3571238679
1	9	25	1	36	1955.0	41.9026423796
1	8	26	1	36	2024.33333333	42.8143615822
1	26	9	1	37	715.333333333	26.8575521746
1	20	15	1	37	1147.0	32.4848075203
1	14	21	1	37	1617.33333333	38.032634101
1	10	25	1	37	1979.0	40.7569238535
1	3	32	1	37	2480.0	45.3424135924
1	20	16	1	38	1239.0	32.2740867551
1	15	21	1	38	1628.66666667	35.9829045741
1	11	25	1	38	1910.33333333	39.7885819865
1	9	27	1	38	2109.33333333	41.4256005658
1	3	33	1	38	2516.0	46.1166448132
1	12	25	1	39	1949.33333333	38.8742635475
1	3	34	1	39	2586.0	45.4440324875
1	26	12	1	40	944.0	26.7375931748
1	23	15	1	40	1181.0	28.8776062768
1	18	20	1	40	1533.33333333	33.3996015811
1	13	25	1	40	1885.33333333	37.6467262726
1	3	35	1	40	2665.33333333	45.4408863383
1	31	8	1	41	629.666666667	26.4833392442
1	27	12	1	41	948.0	27.2224766647
1	9	30	1	41	2258.0	40.4956151988
1	7	32	1	41	2456.66666667	41.8415979226
1	5	34	1	41	2677.33333333	43.2446329512
1	28	12	1	42	950.0	26.4823022165
1	9	31	1	42	2356.66666667	40.0199674807
1	3	37	1	42	2784.66666667	44.7966036993
1	26	15	1	43	1143.33333333	27.0332347126
1	20	21	1	43	1602.0	30.8256322751
1	9	32	1	43	2456.33333333	39.699316385
1	1	40	1	43	2987.0	46.3938299626
1	26	16	1	44	1253.66666667	26.0632577597
1	21	21	1	44	1583.66666667	30.0863764305
1	12	30	1	44	2298.33333333	37.637695405
1	7	35	1	44	2714.0	41.5256734572
1	23	20	1	45	1525.0	27.1718656008
1	10	33	1	45	2502.0	39.0573569194
1	6	37	1	45	2765.0	42.0642926205
1	3	40	1	45	3038.0	43.0293788067
1	27	16	2	46	1232.0	25.9545242414
1	13	31	1	46	2359.66666667	36.3552704556
1	12	32	1	46	2421.0	37.2176013471
1	9	35	1	46	2695.33333333	39.2012181611
1	7	37	1	46	2874.33333333	41.1166779816
1	5	39	1	46	2918.33333333	42.5897045594
1	3	41	1	46	3112.33333333	43.9246296229
1	20	25	1	47	1883.33333333	30.2845603227
1	15	30	1	47	2300.66666667	34.7296470782
1	8	37	1	47	2803.33333333	39.7776207713
1	6	39	1	47	3031.66666667	41.0355204985
1	26	20	1	48	1531.33333333	25.3225481023
1	20	26	1	48	1957.33333333	29.9631041918
1	13	33	1	48	2554.33333333	35.7593524596
1	9	37	1	48	2816.33333333	38.9053712391
1	8	38	1	48	2889.33333333	40.1302479659
1	4	42	1	48	3206.66666667	42.2309330249
1	27	20	1	49	1544.33333333	25.1079697257
1	15	32	1	49	2464.33333333	34.3286912935
1	12	35	1	49	2706.66666667	36.6959611627
1	11	36	1	49	2788.66666667	36.863936644
1	8	39	1	49	2997.0	39.8635149017
1	7	40	1	49	3054.33333333	40.2755434652
1	17	31	1	50	2390.0	31.9535903873
1	14	34	1	50	2649.66666667	34.5808450655
1	11	37	1	50	2904.33333333	37.0110037186
1	6	42	1	50	3176.33333333	40.3450140398
1	3	45	1	50	3391.66666667	42.1439779881
1	1	47	1	50	3508.66666667	43.2851519261
1	27	21	2	51	1630.33333333	25.0702314545
1	14	35	1	51	2686.0	34.7072657497
1	13	36	1	51	2766.0	35.0744581195
1	12	37	1	51	2834.33333333	36.3530951504
1	8	41	1	51	3235.0	39.0161521607
1	20	30	1	52	2268.33333333	29.5505561219
1	18	32	1	52	2404.33333333	31.3969648165
1	8	42	1	52	3267.0	38.2006344063
1	3	47	1	52	3548.0	41.9315668786
1	26	25	1	53	1879.66666667	24.8551777058
1	20	31	1	53	2344.0	29.361117486
1	14	37	1	53	2891.33333333	33.821504897
1	12	39	1	53	2994.0	35.8488180992
1	6	45	1	53	3413.0	40.1424092708
1	3	48	1	53	3660.33333333	41.9118059735
1	20	32	1	54	2544.33333333	29.0407315174
1	15	36	2	54	2732.0	33.228855513
1	13	39	1	54	2955.0	34.6961858508
1	12	40	1	54	3106.33333333	35.2468742446
1	4	48	1	54	3638.0	40.4467819014
1	26	27	1	55	2070.66666667	24.0582511355
1	21	32	1	55	2480.66666667	28.0640229441
1	18	35	1	55	2717.66666667	30.3103866817
1	14	39	1	55	3022.66666667	33.8095060579
1	12	41	1	55	3231.0	34.758351578
1	8	45	1	55	3428.0	37.8007001958
1	6	47	1	55	3504.0	39.6723886342
1	27	27	1	56	2117.0	24.2291617533
1	23	30	2	56	2324.0	25.8330011017
1	15	39	1	56	2940.33333333	32.498241457
1	6	48	1	56	3727.33333333	37.9460996372
1	4	50	1	56	3850.33333333	39.3795523346
1	21	34	1	57	2603.66666667	28.1574004224
1	14	41	1	57	3152.0	32.9949377158
1	3	52	1	57	3921.66666667	40.6534807877
1	26	30	1	58	2334.33333333	23.4179550121
1	23	32	2	58	2456.0	26.114586931
1	12	42	3	58	3260.33333333	34.8169722961
1	9	47	1	58	3579.33333333	36.0020450712
1	21	35	2	59	2652.33333333	27.5468369305
1	20	36	2	59	2711.33333333	28.4939602702
1	9	48	1	59	3686.66666667	36.0904737078
1	7	50	1	59	3816.33333333	37.2213947815
1	20	38	1	60	2940.66666667	27.0315274608
1	18	40	1	60	3020.66666667	29.2943192912
1	13	45	1	60	3484.33333333	32.9737537054
1	6	52	1	60	3931.0	37.7280043843
1	3	55	1	60	4167.66666667	39.7791655447
1	27	32	1	61	2434.33333333	22.9612591708
1	15	42	3	61	3180.66666667	31.6737663986
1	14	45	1	61	3468.0	31.8107204784
1	9	50	1	61	3842.0	35.6647530847
1	26	34	1	62	2599.66666667	22.5730792049
1	20	40	1	62	3087.0	27.4380030152
1	18	42	1	62	3232.66666667	28.7746614239
1	15	45	1	62	3430.33333333	30.6664055109
1	5	55	1	62	4168.33333333	37.746115389
1	3	57	1	62	4383.66666667	38.9234487576
1	26	35	1	63	2637.0	22.6178951509
1	27	34	1	63	2692.66666667	22.8495073189
1	13	48	1	63	3693.0	32.8904320727
1	9	52	1	63	3970.66666667	35.2540620264
1	6	55	1	63	4180.66666667	37.4226485235
1	3	58	1	63	4443.0	37.8122192583
1	1	60	1	63	4506.0	39.8837685083
1	26	36	1	64	2828.66666667	22.0533208641
1	24	38	1	64	2842.0	23.6468803361
1	14	48	1	64	3664.66666667	31.2548883019
1	10	52	1	64	3895.33333333	34.6349677605
1	26	37	1	65	2835.33333333	22.4861847065
1	21	42	1	65	3188.0	25.9994565866
1	8	55	1	65	4249.0	35.2367637952
1	6	57	1	65	4343.0	36.3869222043
1	3	60	1	65	4568.0	38.2635917993
1	9	55	1	66	4182.33333333	34.5115232975
1	7	57	1	66	4271.0	35.5739792398
1	4	60	1	66	4561.33333333	37.2609111362
1	26	39	1	67	2954.33333333	22.269284788
1	12	52	2	67	4028.33333333	32.2506272631
1	10	55	1	67	4138.0	33.6346120511
1	8	57	1	67	4316.33333333	34.4945293319
1	5	60	1	67	4526.66666667	36.4464618148
1	21	45	1	68	3441.33333333	25.6574874872
1	14	52	1	68	4042.66666667	29.8415352663
1	11	55	1	68	4194.0	32.3976601681
1	9	57	1	68	4284.33333333	34.0313955929
1	6	60	1	68	4596.0	35.5884211226
1	26	41	1	69	3196.66666667	21.4635036511
1	12	55	1	69	4264.0	31.1551240265
1	10	57	1	69	4317.33333333	32.9454362837
1	8	59	1	69	4463.66666667	34.4647947689
1	21	47	1	70	3621.66666667	24.4953012211
1	18	50	1	70	3841.0	26.5687748927
1	13	55	1	70	4158.66666667	30.5178056843
1	8	60	1	70	4626.33333333	34.2975627339
1	28	41	1	71	3138.0	21.2408364451
1	14	55	1	71	4141.66666667	30.488177983
1	9	60	1	71	4593.33333333	32.5401860101
1	26	42	3	72	3245.33333333	21.0440829976
1	13	57	1	72	4397.33333333	30.534785123
1	10	60	1	72	4534.66666667	32.3510068449
1	24	47	1	73	3664.0	21.5685014966
1	21	50	1	73	3773.66666667	24.0573549789
1	14	57	1	73	4334.33333333	29.2830184056
1	20	52	1	74	4018.66666667	24.5385907853
1	14	58	1	74	4441.0	29.0795528912
1	12	60	1	74	4568.66666667	30.3999334649
1	11	60	2	74	4624.33333333	31.0324292828
1	27	46	1	75	3529.0	20.5272493654
1	26	47	1	75	3545.33333333	20.9882446503
1	18	55	1	75	4142.33333333	26.4338286328
1	13	60	1	75	4649.33333333	29.1858491184
1	14	60	1	76	4589.66666667	28.5989816487
1	18	57	1	77	4421.0	25.7532173475
1	20	57	1	79	4397.33333333	24.1396651205
1	26	52	1	80	3909.0	19.5607402155
1	27	52	1	81	3963.33333333	19.3353771354
1	28	52	1	82	4010.33333333	19.0511528851
1	26	55	1	83	4139.0	19.0097071575
1	21	60	1	83	4529.66666667	22.1580573535
1	27	55	1	84	4230.0	18.9140968919
1	26	57	1	85	4310.33333333	18.2902256352
1	27	57	1	86	4421.0	18.1162856486
1	28	57	1	87	4479.33333333	18.0702937908
1	26	60	1	88	4529.33333333	17.876723603
1	27	60	1	89	4617.0	17.8956044849
1	28	60	2	91	4577.66666667	17.8445130186
1	37	60	1	99	4615.66666667	17.3142057122
1	39	60	1	101	4643.0	17.5221118068
