greeter	screener	dispenser	medic	resources	throughput	time
1	2	2	1	6	158.333333333	55.615091484
1	1	4	1	7	300.0	54.4452112856
1	1	6	1	9	461.666666667	52.8058879464
1	2	6	1	10	465.666666667	53.9793071464
1	3	6	1	11	445.333333333	52.6408485617
1	4	6	1	12	493.0	53.0866708217
1	6	6	1	14	470.333333333	50.2520559739
1	1	12	1	15	912.333333333	48.3080567649
1	2	12	1	16	963.0	47.9132679342
1	1	16	1	19	1205.66666667	44.8014223874
1	2	19	1	23	1460.66666667	42.4448597023
1	5	19	1	26	1500.0	42.9172488026
1	1	25	1	28	1917.66666667	36.9658502037
1	1	27	1	30	1980.33333333	36.1644809987
1	2	27	1	31	2025.33333333	36.0057771201
1	3	27	1	32	2086.33333333	36.4215964009
1	2	30	1	34	2291.0	33.4935703196
1	1	32	1	35	2381.66666667	31.1643675244
1	1	33	1	36	2485.33333333	30.6098164635
1	4	33	1	39	2527.66666667	32.6042326129
1	1	37	1	40	2576.66666667	30.4188171204
1	2	37	1	41	2725.33333333	28.8370932148
1	4	36	1	42	2741.66666667	31.1996561468
1	4	37	1	43	2792.66666667	30.3747259187
1	2	40	1	44	2768.66666667	28.5555267619
1	4	38	1	44	2869.33333333	29.0927793221
1	2	41	1	45	2740.66666667	28.3330925384
1	4	40	1	46	3012.33333333	28.8718361201
1	2	44	1	48	2729.66666667	27.7937902375
1	4	42	1	48	2976.33333333	28.51446446
1	5	41	1	48	3127.33333333	28.7358024018
1	6	42	1	50	3205.66666667	28.5010466232
1	2	47	1	51	2746.0	27.8419867605
1	3	47	1	52	2880.66666667	28.3365569195
1	6	44	1	52	3309.33333333	28.3666474046
1	4	47	1	53	3103.0	27.5253420934
1	5	47	1	54	3263.0	27.115304462
1	6	47	1	55	3425.66666667	26.6256554479
1	8	47	1	57	3565.66666667	27.9932862218
1	6	50	1	58	3525.33333333	26.212910532
1	8	48	1	58	3626.0	26.6500578513
1	6	52	1	60	3464.66666667	26.1238851102
1	8	50	1	60	3797.0	26.8147503626
1	6	53	1	61	3482.0	26.129962886
1	8	52	1	62	3890.66666667	25.8516656744
1	8	53	1	63	3894.66666667	25.5333468487
1	8	55	1	65	3832.33333333	25.0559159309
1	8	58	1	68	3876.33333333	25.4938325611
1	13	53	1	68	4013.33333333	26.9841498637
1	12	55	1	69	4206.66666667	25.2338021748
1	8	60	1	70	3844.33333333	24.9835020442
1	13	57	1	72	4304.33333333	25.307520416
1	13	58	1	73	4281.66666667	24.8955443346
1	14	57	1	73	4341.66666667	25.3947429829
1	12	60	1	74	4480.0	23.6175619367
1	13	60	1	75	4505.66666667	24.2068134993
1	14	60	1	76	4573.0	23.5854149368
1	48	33	1	83	2522.33333333	23.5364371231
1	49	33	1	84	2567.33333333	23.4288047244
1	51	32	1	85	2440.33333333	22.8608030017
1	51	33	1	86	2542.0	22.5781725115
1	48	37	1	87	2873.66666667	23.4801081679
1	49	37	1	88	2842.66666667	22.5260167952
1	48	38	1	88	2932.33333333	22.9507381861
1	47	39	1	88	2983.0	23.5808802462
1	26	60	1	88	4588.0	24.8081323464
1	47	40	1	89	3048.66666667	23.4765400665
1	46	41	1	89	3121.33333333	23.5780442409
1	48	40	1	90	3114.33333333	21.6896732753
1	47	41	1	90	3148.33333333	22.9005630147
1	47	42	1	91	3184.0	22.7761310094
1	51	39	1	92	2981.33333333	21.5909743293
1	49	41	1	92	3126.0	22.4768743244
1	48	42	1	92	3293.33333333	22.8089836555
1	46	44	1	92	3438.0	23.0800085668
1	51	40	1	93	3047.0	21.6017899836
1	47	44	1	93	3396.0	22.1738706646
1	44	47	1	93	3540.0	23.122578348
1	39	53	1	94	4050.33333333	23.281474686
1	51	42	1	95	3235.33333333	20.686462324
1	46	47	1	95	3589.66666667	21.7028063208
1	44	50	1	96	3830.66666667	22.7124023659
1	51	44	1	97	3369.33333333	20.2924838738
1	48	47	1	97	3530.0	21.5419142731
1	40	55	1	97	4195.33333333	22.8411696749
1	41	55	1	98	4135.66666667	22.5693857999
1	47	50	1	99	3852.0	21.4639715503
1	37	60	1	99	4562.33333333	22.969874412
1	51	47	1	100	3592.33333333	20.10220446
1	46	52	1	100	3958.33333333	21.2555438148
1	41	57	1	100	4349.66666667	21.8461201037
1	47	52	1	101	4005.66666667	20.9559289664
1	39	60	1	101	4495.0	22.3834398511
1	47	53	1	102	4060.0	20.2228356378
1	41	59	1	102	4572.33333333	21.446876125
1	51	50	1	103	3825.66666667	19.5506623534
1	49	52	1	103	4021.33333333	19.5576512573
1	48	53	1	103	4120.33333333	19.921154287
1	46	55	1	103	4200.66666667	20.3620558109
1	41	60	1	103	4497.66666667	20.962221702
1	48	55	1	105	4237.0	19.1680022528
1	46	57	1	105	4383.0	20.4293766659
1	44	59	1	105	4525.0	20.4502283712
1	47	57	1	106	4336.0	19.5936058848
1	48	57	1	107	4392.33333333	19.2132693901
1	51	55	1	108	4239.33333333	18.738858768
1	49	57	1	108	4405.33333333	18.8315565945
1	48	58	1	108	4469.33333333	19.0713528533
1	46	60	1	108	4516.66666667	19.6032823464
1	47	60	1	109	4600.66666667	19.1805177486
1	51	57	1	110	4297.66666667	18.267264252
1	48	60	1	110	4669.33333333	18.8618249831
1	51	58	1	111	4475.0	18.1031653872
1	49	60	1	111	4526.66666667	18.4014266657
1	51	59	1	112	4557.66666667	17.9026215171
1	51	60	1	113	4548.0	17.8342448177
1	55	60	1	117	4631.0	17.4367647436
