greeter	screener	dispenser	medic	resources	throughput	time
3	3	3	2	11	109.333333333	28.6294251096
3	7	3	1	14	110.666666667	32.0607794998
7	3	3	2	15	237.333333333	31.4957722232
8	3	4	1	16	281.0	29.7765299735
8	3	5	1	17	284.333333333	31.7591702745
10	3	4	1	18	301.0	34.2496182001
10	3	5	1	19	350.666666667	31.1806033306
10	4	6	1	21	351.666666667	31.582415956
10	3	8	2	23	360.0	29.0564078961
10	5	12	1	28	361.333333333	32.1373288189
10	5	11	4	30	367.0	28.6623672143
