greeter	screener	dispenser	medic	resources	throughput	time
1	10	21	1	33	1647.66666667	43.5874494796
1	6	25	1	33	1913.33333333	45.1843951663
1	1	30	1	33	2329.66666667	47.1239158651
1	31	1	1	34	91.0	31.4038891049
1	23	9	1	34	671.0	35.0312407286
1	12	20	1	34	1498.0	42.0348924127
1	11	21	1	34	1625.0	42.6670928428
1	30	3	1	35	249.666666667	31.4034482585
1	10	23	1	35	1806.33333333	43.2506207974
1	6	27	1	35	2057.0	44.501703847
1	3	30	1	35	2313.66666667	45.7368041845
1	1	32	1	35	2408.0	46.1345962562
1	31	3	1	36	234.0	29.1204552591
1	26	8	1	36	635.0	32.4588234646
1	22	12	1	36	882.666666667	35.1988692622
1	20	14	1	36	1064.0	36.8430789925
1	13	20	2	36	1494.66666667	40.9139267955
1	9	25	1	36	1920.33333333	43.4251295278
1	7	27	1	36	2087.33333333	44.2165882296
1	30	5	1	37	405.666666667	29.4006735404
1	27	7	2	37	568.666666667	32.2218743659
1	20	15	1	37	1119.33333333	36.1149156327
1	14	21	1	37	1629.0	39.8124502399
1	1	34	1	37	2643.66666667	45.1963931143
1	34	2	1	38	152.0	28.8951705404
1	22	14	1	38	1087.66666667	35.8104646704
1	20	16	1	38	1254.33333333	36.6077084072
1	15	21	1	38	1584.0	39.6985744527
1	11	25	1	38	1913.33333333	41.7104436442
1	10	26	1	38	1991.33333333	42.5004003869
1	1	35	1	38	2707.33333333	44.5793720889
1	28	6	4	39	484.666666667	31.3911881111
1	21	16	1	39	1286.0	35.2667112586
1	3	34	1	39	2567.33333333	43.3207296079
1	33	5	1	40	401.0	28.9506951887
1	30	8	1	40	672.0	29.3574779036
1	23	15	1	40	1182.0	33.6826133748
1	17	21	1	40	1625.66666667	37.7894115932
1	15	23	1	40	1775.66666667	39.0582381469
1	11	27	1	40	2043.33333333	41.0278932765
1	31	8	1	41	632.666666667	27.9144889652
1	27	12	1	41	953.333333333	30.5775487716
1	12	27	1	41	2087.66666667	40.2324804025
1	20	20	1	42	1557.33333333	35.2550801462
1	13	27	1	42	2057.0	39.2888132702
1	9	31	1	42	2379.33333333	40.9570613073
1	26	15	1	43	1200.33333333	31.3164776575
1	20	21	1	43	1616.33333333	35.5361975106
1	11	30	1	43	2274.0	40.0195380648
1	9	32	1	43	2406.0	41.0117372392
1	7	34	1	43	2632.66666667	41.7338961643
1	6	35	1	43	2662.66666667	42.2073729521
1	1	40	1	43	3053.0	43.714658768
1	21	21	1	44	1717.66666667	34.3279985902
1	17	25	1	44	1886.66666667	36.4293304585
1	15	27	1	44	2093.33333333	37.8573793803
1	11	31	1	44	2315.0	39.6926434419
1	7	35	1	44	2722.0	40.9935483593
1	1	41	1	44	3138.66666667	42.3317999728
1	30	12	2	45	924.0	28.7136915018
1	27	16	1	45	1207.66666667	30.2522465503
1	13	30	1	45	2305.66666667	38.8244868116
1	12	31	1	45	2455.66666667	38.9917869591
1	1	42	1	45	3269.66666667	42.601908104
1	37	7	1	46	562.0	26.7146748016
1	14	30	1	46	2337.66666667	38.5762161984
1	10	34	1	46	2642.33333333	40.065643522
1	6	38	1	46	2880.66666667	41.4796338569
1	22	23	1	47	1733.66666667	33.5124391636
1	20	25	1	47	1949.0	34.3324939714
1	15	30	1	47	2281.0	37.0376451355
1	10	35	1	47	2683.66666667	39.3184066606
1	3	42	1	47	3233.0	40.981351798
1	14	32	1	48	2503.33333333	37.3655458284
1	12	34	1	48	2625.66666667	37.901385573
1	9	37	1	48	2848.0	39.7566590524
1	6	40	1	48	3068.33333333	40.4717560947
1	31	16	1	49	1236.0	25.9537462858
1	24	23	1	49	1805.33333333	30.9084624727
1	21	26	1	49	2004.66666667	33.8256467777
1	13	34	1	49	2628.33333333	37.7620072085
1	11	37	1	50	2806.33333333	38.838854377
1	33	16	1	51	1242.66666667	25.652724199
1	26	23	1	51	1779.66666667	30.489937343
1	17	32	1	51	2437.0	34.8191284267
1	15	34	1	51	2563.66666667	36.2031919179
1	11	38	1	51	2871.0	38.4792569783
1	9	40	1	51	3084.66666667	38.7685589108
1	1	47	2	51	3620.66666667	40.4279146002
1	30	20	1	52	1587.0	26.6709995231
1	27	23	1	52	1758.0	28.8168481702
1	11	39	1	52	3011.66666667	37.7659485597
1	3	47	1	52	3615.0	39.9219439026
1	30	21	1	53	1597.66666667	27.1589035179
1	24	27	1	53	2040.33333333	30.5581885473
1	20	31	1	53	2373.0	33.0104825887
1	12	39	1	53	2901.33333333	36.5305403094
1	13	38	1	53	2919.0	36.5915007074
1	11	40	1	53	3126.0	37.3222679244
1	9	42	1	53	3282.66666667	37.4426256586
1	1	50	1	53	3835.0	40.2793449521
1	29	23	1	54	1750.33333333	27.360389137
1	27	25	1	54	1973.0	28.7560763784
1	20	32	1	54	2387.33333333	33.5088491339
1	18	34	1	54	2655.66666667	34.1055807516
1	15	37	1	54	2747.33333333	36.0686170376
1	10	42	1	54	3232.66666667	36.9737306166
1	30	23	1	55	1752.0	26.8307902457
1	27	26	1	55	1997.0	28.4046033583
1	22	31	1	55	2374.66666667	31.3226602312
1	15	38	1	55	2978.33333333	35.1345624711
1	13	40	1	55	3007.33333333	36.2805558639
1	12	41	1	55	3116.0	36.387409368
1	11	42	1	55	3317.0	36.5585265275
1	1	52	1	55	3925.0	38.1107493696
1	27	27	1	56	2078.0	27.735815688
1	22	32	1	56	2516.0	31.3104195717
1	20	34	1	56	2582.66666667	32.1077601417
1	17	37	1	56	2879.66666667	33.6268921888
1	13	41	1	56	3176.0	35.0365394695
1	12	42	1	56	3244.33333333	35.3903943721
1	30	25	1	57	1937.0	26.1136483007
1	20	35	1	57	2766.66666667	31.3628692277
1	15	40	1	57	3072.66666667	34.0286904465
1	10	46	1	58	3468.33333333	36.690779532
1	6	50	1	58	3792.0	37.3767741153
1	1	55	1	58	4172.0	37.3897491672
1	27	30	1	59	2307.33333333	26.8728486558
1	11	46	1	59	3482.33333333	36.0801584288
1	27	31	1	60	2364.66666667	27.6923833812
1	26	32	1	60	2402.66666667	28.6010112844
1	12	46	1	60	3488.33333333	34.9891593645
1	11	47	1	60	3641.66666667	35.0866721352
1	3	55	1	60	4237.33333333	36.7658814245
1	1	57	1	60	4364.33333333	37.3173795117
1	34	25	1	61	1922.33333333	24.6388302027
1	27	32	1	61	2423.33333333	26.7942279793
1	22	37	1	61	2837.0	29.935609613
1	17	42	1	61	3266.66666667	32.6540057223
1	13	46	1	61	3473.66666667	34.5854444568
1	12	47	1	61	3559.0	34.7487669219
1	20	40	1	62	3042.33333333	31.0638308184
1	13	47	1	62	3515.66666667	34.2372474098
1	3	57	1	62	4296.66666667	36.0018983177
1	11	50	1	63	3781.0	34.4355715882
1	9	52	1	63	4025.0	35.3166246347
1	31	31	1	64	2349.0	23.9010145453
1	30	32	1	64	2479.0	24.0985982565
1	27	34	2	64	2638.33333333	27.6230515513
1	24	38	1	64	2918.33333333	28.5936680896
1	15	47	1	64	3607.0	32.5710714628
1	1	60	2	64	4549.33333333	36.427309195
1	26	37	1	65	2816.0	27.1077807158
1	23	40	1	65	3108.33333333	28.4104545402
1	11	52	1	65	3960.33333333	33.7656779477
1	6	57	1	65	4387.33333333	34.5785373588
1	30	34	1	66	2544.33333333	24.4817662179
1	28	35	2	66	2627.0	25.7648760256
1	27	37	1	66	2791.33333333	26.0039938018
1	12	52	1	66	3986.33333333	33.0408248745
1	4	60	1	66	4527.33333333	35.5676983205
1	27	38	1	67	2914.66666667	25.516636078
1	26	39	1	67	2920.33333333	26.7478381247
1	15	50	1	67	3814.33333333	31.9730049711
1	10	55	1	67	4204.66666667	33.6419983754
1	29	37	1	68	2809.0	24.2178976391
1	20	46	1	68	3493.0	29.0334031564
1	14	52	1	68	3933.0	32.3601181259
1	11	55	1	68	4182.0	33.4055797953
1	6	60	1	68	4571.33333333	33.5850980294
1	29	38	1	69	2906.66666667	24.2283469169
1	27	40	1	69	3125.66666667	25.4029327761
1	26	41	1	69	3138.33333333	26.6344954186
1	17	50	1	69	3798.66666667	30.2182793688
1	15	52	1	69	4062.66666667	31.7706686317
1	41	27	1	70	2078.33333333	23.793975944
1	13	55	1	70	4223.33333333	31.4080233377
1	11	57	1	70	4387.33333333	32.5051525371
1	35	34	1	71	2600.66666667	22.910147811
1	27	42	1	71	3278.0	24.3473560643
1	17	52	1	71	3904.33333333	30.2650548912
1	9	60	1	71	4543.33333333	32.7550423969
1	30	40	1	72	3013.66666667	23.2264879516
1	29	41	1	72	3141.0	23.6224999983
1	21	47	3	72	3576.66666667	28.3048686314
1	20	50	1	72	3781.66666667	28.7113980946
1	15	55	1	72	4255.33333333	30.6639513024
1	13	57	1	72	4328.0	31.4836242842
1	10	60	1	72	4585.66666667	32.2077511038
1	24	47	1	73	3555.66666667	26.9290956063
1	14	57	1	73	4433.0	30.6825875515
1	11	60	1	73	4600.66666667	32.0308426989
1	33	39	1	74	2934.33333333	21.8712597593
1	30	42	1	74	3211.0	22.4346919977
1	26	46	1	74	3485.66666667	24.7821902033
1	22	50	1	74	3752.66666667	27.4189095246
1	31	42	1	75	3259.33333333	21.5807317488
1	27	46	1	75	3430.33333333	24.0840701989
1	13	60	1	75	4595.0	31.2937876553
1	24	50	1	76	3744.66666667	25.7533842285
1	17	57	1	76	4312.0	29.5098937385
1	14	60	1	76	4576.33333333	30.7010029452
1	29	46	1	77	3530.66666667	22.2745600668
1	20	55	1	77	4166.33333333	27.121374268
1	18	57	1	77	4322.33333333	27.8065899279
1	17	58	1	77	4423.33333333	28.6201151255
1	27	47	3	78	3590.66666667	24.1146804608
1	30	47	1	79	3567.66666667	22.1611407925
1	27	50	1	79	3875.0	23.6969985139
1	20	57	1	79	4392.0	27.2739788543
1	17	60	1	79	4478.0	28.3893527437
1	26	52	1	80	4008.0	23.9735364598
1	29	50	1	81	3871.66666667	22.2904104398
1	27	52	1	81	4007.66666667	22.5776870078
1	24	55	1	81	4200.0	24.5736063732
1	22	57	1	81	4336.66666667	25.6859860346
1	20	60	1	82	4636.66666667	26.0333621277
1	35	46	1	83	3488.66666667	20.351894607
1	29	52	1	83	3953.0	21.2615489959
1	26	55	1	83	4199.33333333	23.4556778425
1	21	60	1	83	4559.66666667	25.6544883661
1	27	55	1	84	4209.0	22.3287450077
1	26	57	1	85	4278.0	22.804350066
1	34	50	1	86	3851.33333333	19.4673603748
1	23	60	2	86	4612.0	24.0981825719
1	30	55	1	87	4252.66666667	20.0916843476
1	26	60	1	88	4574.66666667	22.0488732052
1	30	57	1	89	4361.66666667	20.0783881897
1	29	58	1	89	4416.33333333	20.525587908
1	27	60	1	89	4623.0	20.9423406765
1	37	52	1	91	3940.33333333	18.5704859003
1	34	57	1	93	4348.0	18.4838673938
1	31	60	2	94	4562.66666667	18.6141023313
1	39	57	1	98	4318.0	17.6638448749
1	37	60	1	99	4499.33333333	17.9825327056
1	39	60	1	101	4510.0	17.8470286206
