greeter	screener	dispenser	medic	resources	throughput	time
1	11	41	1	54	3159.0	25.6838414267
1	9	42	2	54	3236.0	29.5832016032
1	5	47	1	54	3640.66666667	37.8054105475
1	4	48	1	54	3747.33333333	38.9520177238
1	14	39	1	55	2954.0	22.240127731
1	12	41	1	55	3141.66666667	23.3389958962
1	11	42	1	55	3213.0	26.0531552406
1	7	46	1	55	3477.0	33.0605795834
1	6	47	1	55	3522.0	34.539681143
1	5	48	1	55	3716.66666667	36.5044634944
1	3	50	1	55	3780.66666667	40.5244999498
1	1	52	1	55	4068.66666667	43.250723334
1	12	42	1	56	3170.66666667	22.9303462409
1	7	47	1	56	3622.66666667	33.0509382098
1	6	48	1	56	3704.66666667	33.9390170916
1	14	41	1	57	3099.66666667	21.8385244539
1	10	45	1	57	3481.0	26.3699827094
1	7	48	1	57	3693.0	32.0417727904
1	5	50	1	57	3860.66666667	36.6017856592
1	14	42	1	58	3209.33333333	21.4292651654
1	10	46	1	58	3541.0	25.9905038838
1	8	48	1	58	3658.66666667	29.8393608521
1	15	42	1	59	3215.33333333	21.6537739414
1	12	45	1	59	3466.0	22.7414640029
1	11	46	1	59	3471.66666667	24.4960393936
1	7	50	1	59	3857.0	31.8757879919
1	12	46	1	60	3512.33333333	22.7669349415
1	11	47	1	60	3588.66666667	24.7919791175
1	10	48	1	60	3750.0	25.7810629915
1	6	52	1	60	3981.0	34.0200535887
1	3	55	1	60	4177.0	39.7750361968
1	1	57	1	60	4335.66666667	42.8069177756
1	11	48	1	61	3659.66666667	23.8774297224
1	9	50	1	61	3831.0	27.3097286801
1	7	52	1	61	3954.66666667	31.615827039
1	4	55	1	61	4140.0	36.9853493162
1	1	58	1	61	4451.0	43.2297240289
1	14	46	1	62	3398.33333333	20.7234039431
1	12	48	1	62	3706.66666667	21.8699897095
1	15	46	1	63	3491.33333333	20.5360140092
1	11	50	1	63	3886.33333333	23.6474241778
1	4	57	1	63	4444.0	36.1468202856
1	3	58	1	63	4448.33333333	38.537445918
1	14	48	1	64	3582.0	20.2913796323
1	10	52	1	64	3991.66666667	25.7053744673
1	7	55	1	64	4248.66666667	31.2912710217
1	5	57	1	64	4315.0	34.854322852
1	1	60	2	64	4562.33333333	42.3614895315
1	15	48	1	65	3765.66666667	19.8639403035
1	11	52	1	65	4030.33333333	23.179419207
1	8	55	1	65	4183.0	29.186625987
1	6	57	1	65	4450.33333333	33.2804322227
1	14	50	1	66	3886.0	19.705708061
1	9	55	1	66	4172.0	27.1546170826
1	6	58	1	66	4387.66666667	32.9418019872
1	4	60	1	66	4563.33333333	37.041603855
1	10	55	1	67	4200.0	25.1940011791
1	14	52	1	68	3996.33333333	19.3351168443
